Instructor Name,HCM Home Dept,Crosslisted Course Flag,Course Subject Short Nm,Course Number,Course Title Nm,Pct of Instructor Hrs Taught,Semester Year Name Concat,Prorated Instr Enrollment Cnt,Crs Academic Division Nm,Section Nbr
Koushik Sen,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,7,College of Engineering (Division Lvl),095
Koushik Sen,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,5,College of Engineering (Division Lvl),054
Koushik Sen,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,6,College of Engineering (Division Lvl),054
Koushik Sen,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2020 Spring,5,College of Engineering (Division Lvl),095
Koushik Sen,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2019 Fall,1,College of Engineering (Division Lvl),047
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,16B,Design Info Dev Ii,16.66666667,2019 Spring,111.1666666667,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,140,Lin Integ Circ,100,2017 Spring,30,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,140,Lin Integ Circ,100,2018 Spring,20,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,140,Lin Integ Circ,100,2019 Fall,23,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,147,Microelectromec Sys,100,2016 Fall,23,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,147,Microelectromec Sys,100,2017 Fall,27,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,194,Special Topics,50,2018 Spring,3.5,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,194,Special Topics,100,2017 Spring,7,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,194,Special Topics,100,2019 Spring,2,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,H196A,Sr Honors Thesis,100,2017 Fall,1,College of Engineering (Division Lvl),004
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,H196A,Sr Honors Thesis,100,2019 Fall,1,College of Engineering (Division Lvl),005
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,H196B,Sr Honors Thesis,100,2018 Spring,1,College of Engineering (Division Lvl),005
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,33.33333333,2019 Spring,0.6666666667,College of Engineering (Division Lvl),13
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,100,2016 Fall,30,College of Engineering (Division Lvl),014
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,100,2016 Fall,15,College of Engineering (Division Lvl),015
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2017 Fall,2,College of Engineering (Division Lvl),033
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Spring,3,College of Engineering (Division Lvl),033
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2019 Spring,3,College of Engineering (Division Lvl),033
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2019 Fall,4,College of Engineering (Division Lvl),033
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,240A,Ana Integ Circ,100,2017 Spring,6,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,240A,Ana Integ Circ,100,2018 Spring,4,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,240A,Ana Integ Circ,100,2019 Fall,9,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,247A,Microelectromec Sys,100,2016 Fall,22,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,247A,Microelectromec Sys,100,2017 Fall,17,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,290C,Circuit Design,50,2018 Spring,2.5,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,290C,Circuit Design,100,2017 Spring,2,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,290C,Circuit Design,100,2019 Spring,11,College of Engineering (Division Lvl),003
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,290G,"Mems,Microsen/Actut",100,2016 Fall,9,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,290G,"Mems,Microsen/Actut",100,2017 Fall,8,College of Engineering (Division Lvl),001
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,9,College of Engineering (Division Lvl),045
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,9,College of Engineering (Division Lvl),045
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,11,College of Engineering (Division Lvl),045
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,12,College of Engineering (Division Lvl),045
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,10,College of Engineering (Division Lvl),045
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Spring,6,College of Engineering (Division Lvl),045
Kristofer Pister,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,11,College of Engineering (Division Lvl),045
Kristofer Pister,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2017 Fall,4,College of Engineering (Division Lvl),041
Kristofer Pister,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2018 Fall,6,College of Engineering (Division Lvl),029
Kristofer Pister,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2018 Spring,4,College of Engineering (Division Lvl),041
Kristofer Pister,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2019 Spring,6,College of Engineering (Division Lvl),029
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,61C,Machine Structures,50,2017 Fall,353.5,College of Engineering (Division Lvl),001
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,152,Comp Arch & Eng,100,2018 Spring,38,College of Engineering (Division Lvl),001
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,152,Comp Arch & Eng,100,2019 Spring,53,College of Engineering (Division Lvl),001
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,50,2017 Fall,5.5,College of Engineering (Division Lvl),204
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2016 Fall,3,College of Engineering (Division Lvl),003
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Fall,1,College of Engineering (Division Lvl),003
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Fall,2,College of Engineering (Division Lvl),003
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Spring,2,College of Engineering (Division Lvl),006
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Fall,2,College of Engineering (Division Lvl),003
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,252,Grad Comput Arch,100,2018 Spring,10,College of Engineering (Division Lvl),001
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,252,Grad Comput Arch,100,2019 Spring,9,College of Engineering (Division Lvl),001
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,50,2017 Fall,8.5,College of Engineering (Division Lvl),143
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,100,2018 Fall,16,College of Engineering (Division Lvl),156
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,9,College of Engineering (Division Lvl),003
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,10,College of Engineering (Division Lvl),006
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,11,College of Engineering (Division Lvl),003
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,11,College of Engineering (Division Lvl),006
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,12,College of Engineering (Division Lvl),003
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Spring,13,College of Engineering (Division Lvl),006
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,10,College of Engineering (Division Lvl),003
Krste Asanovic,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,50,2017 Fall,2,College of Engineering (Division Lvl),008
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,194,Special Topics,100,2016 Fall,37,College of Engineering (Division Lvl),015
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,198,Directed Group Stdy,100,2017 Fall,15,College of Engineering (Division Lvl),041
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Fall,1,College of Engineering (Division Lvl),058
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Spring,1,College of Engineering (Division Lvl),045
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Fall,2,College of Engineering (Division Lvl),058
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Spring,2,College of Engineering (Division Lvl),045
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Fall,1,College of Engineering (Division Lvl),058
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,100,2016 Fall,15,College of Engineering (Division Lvl),111
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,1,College of Engineering (Division Lvl),032
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,1,College of Engineering (Division Lvl),058
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,2,College of Engineering (Division Lvl),032
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,2,College of Engineering (Division Lvl),058
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,2,College of Engineering (Division Lvl),032
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Spring,2,College of Engineering (Division Lvl),058
Kurt Keutzer,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,2,College of Engineering (Division Lvl),032
Kurt Keutzer,Electrical Eng & Computer Sci,,Electrical Engineering,198,Directed Group Stdy,100,2018 Fall,1,College of Engineering (Division Lvl),003
Kurt Keutzer,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,3,College of Engineering (Division Lvl),031
Kurt Keutzer,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,2,College of Engineering (Division Lvl),023
Kurt Keutzer,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,50,2019 Fall,3,College of Engineering (Division Lvl),053
Kurt Keutzer,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2018 Fall,3,College of Engineering (Division Lvl),030
Kurt Keutzer,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2019 Fall,10,College of Engineering (Division Lvl),052
Kurt Keutzer,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2019 Spring,3,College of Engineering (Division Lvl),030
Laura Waller,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2016 Fall,4,College of Engineering (Division Lvl),040
Laura Waller,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2017 Spring,2,College of Engineering (Division Lvl),032
Laura Waller,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2017 Fall,2,College of Engineering (Division Lvl),040
Laura Waller,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2018 Spring,2,College of Engineering (Division Lvl),032
Laura Waller,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2018 Fall,1,College of Engineering (Division Lvl),040
Laura Waller,Electrical Eng & Computer Sci,,Applied Science & Tech,299,Individual Research,100,2019 Spring,1,College of Engineering (Division Lvl),032
Laura Waller,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Fall,2,College of Engineering (Division Lvl),079
Laura Waller,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,50,2016 Fall,13,College of Engineering (Division Lvl),127
Laura Waller,Electrical Eng & Computer Sci,,Electrical Eng & Computer Sci,47D,Design Info Dev,25,2018 Spring,3.5,College of Engineering (Division Lvl),001
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,16A,Design Info Dev I,25,2018 Spring,206.25,College of Engineering (Division Lvl),001
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,118,Intro Optical Eng,100,2016 Fall,17,College of Engineering (Division Lvl),001
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,118,Intro Optical Eng,100,2017 Fall,19,College of Engineering (Division Lvl),001
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,118,Intro Optical Eng,100,2019 Spring,20,College of Engineering (Division Lvl),001
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,H196A,Sr Honors Thesis,100,2018 Fall,1,College of Engineering (Division Lvl),002
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,H196B,Sr Honors Thesis,100,2019 Spring,1,College of Engineering (Division Lvl),003
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,197,Field Study,50,2018 Spring,14.5,College of Engineering (Division Lvl),006
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Spring,1,College of Engineering (Division Lvl),077
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Fall,1,College of Engineering (Division Lvl),078
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,218A,Intro Optical Eng,100,2016 Fall,18,College of Engineering (Division Lvl),001
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,218A,Intro Optical Eng,100,2017 Fall,23,College of Engineering (Division Lvl),001
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,218A,Intro Optical Eng,100,2019 Spring,17,College of Engineering (Division Lvl),001
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,225A,Dig Signal Process,100,2017 Spring,14,College of Engineering (Division Lvl),001
Laura Waller,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,6,College of Engineering (Division Lvl),080
